Ensembl_ID,TCGA-V1-A8MM-01A,TCGA-EJ-A46H-01A,TCGA-V1-A8MK-01A,TCGA-X4-A8KS-01A,TCGA-VP-A87C-01A,TCGA-EJ-A46I-01A,TCGA-EJ-7321-01A,TCGA-EJ-7321-11A,TCGA-KK-A59Z-01A,TCGA-G9-6378-01A,TCGA-EJ-8469-01A,TCGA-KK-A59X-01A,TCGA-HC-8257-01A,TCGA-HC-8259-01A,TCGA-HC-8259-11A,TCGA-HC-8260-01A,TCGA-HC-8260-11A,TCGA-QU-A6IO-01A,TCGA-HC-A4ZV-01A,TCGA-VP-A87J-01A,TCGA-KK-A8IF-01A,TCGA-EJ-A65M-01A,TCGA-KK-A6DY-01A,TCGA-VP-A875-01A,TCGA-KC-A4BL-01A,TCGA-KK-A6E5-01A,TCGA-G9-7509-01A,TCGA-EJ-5511-01A,TCGA-VP-A87E-01A,TCGA-EJ-7789-01A,TCGA-EJ-7789-11A,TCGA-VN-A88M-01A,TCGA-YL-A8HO-01A,TCGA-V1-A8MU-01A,TCGA-EJ-A65E-01A,TCGA-V1-A8WL-01A,TCGA-V1-A8MF-01A,TCGA-V1-A8WN-01A,TCGA-HC-8256-01A,TCGA-HC-7737-01A,TCGA-HC-7737-11A,TCGA-HC-8261-01A,TCGA-KK-A6E3-01A,TCGA-EJ-7782-01A,TCGA-EJ-7782-11A,TCGA-G9-7523-01A,TCGA-KK-A6E2-01A,TCGA-HC-7077-01A,TCGA-KK-A7AV-01A,TCGA-V1-A8ML-01A,TCGA-V1-A8MG-01A,TCGA-YL-A9WK-01A,TCGA-HC-8258-01A,TCGA-HC-8258-01B,TCGA-HC-8258-11A,TCGA-KK-A7AW-01A,TCGA-EJ-8470-01A,TCGA-VN-A88R-01A,TCGA-KC-A4BN-01A,TCGA-XJ-A83G-01A,TCGA-KK-A5A1-01A,TCGA-KK-A8I5-01A,TCGA-J4-8198-01A,TCGA-KK-A6E4-01A
ENSG00000065534.17,13.31953101,15.46362016,16.43306377,14.24725999,15.0526954,15.63702104,13.79055214,16.45983181,15.42966827,16.00910691,12.87881728,12.96181141,13.04524773,15.51301816,16.64415202,14.95877925,16.24688902,12.80170836,12.92407019,12.97046544,13.99638522,14.09110476,14.25414285,12.66200072,15.21481238,14.1067265,15.70994538,15.8629763,14.76445696,12.34096276,16.06993221,12.09967655,15.46779657,15.66389161,13.15212637,14.73200839,13.25591375,16.17687438,13.94471206,14.93801741,16.69369113,14.65480383,14.8263002,14.74457109,15.89992332,17.09355168,12.64835758,12.65597786,13.2610665,14.64447596,14.22256852,14.70956851,14.74892659,14.39947821,15.13478727,10.59618976,13.82803729,12.70000615,13.99762055,12.34485068,12.94599242,14.44914865,15.76188881,12.99559051
ENSG00000066468.19,10.96144969,12.23212108,11.76445696,11.00140819,10.87344411,11.88569637,10.25738784,12.60130653,10.38694025,10.05934446,8.174925683,9.177419538,10.23242093,9.667111542,12.36358725,12.33678548,12.70065645,10.93221475,8.118941073,6.832890014,9.016808288,10.40832974,10.96072599,6.820178962,12.42390377,10.60917874,11.24198315,10.34651373,8.348728154,5.209453366,12.71767642,8.335390355,10.64655871,11.07547915,10.52454172,9.525520809,9.915879379,12.07079181,10.09143539,11.38747887,12.95401451,10.88264305,9.903881846,11.18982456,12.28366717,10.53624722,7.366322214,8.618385502,10.84235034,9.946906274,10.41996018,8.139551352,12.48230378,10.81698362,12.56629193,7.499845887,11.34928123,7.562242424,10.16616308,9.921840937,7.95419631,8.339850003,10.85018684,8.164906927
ENSG00000069702.9,10.17866485,12.23062093,11.21613956,9.890264277,11.1692987,10.46964182,9.985841937,11.93073734,10.44397954,11.10394343,8.927777962,9.361943774,10.96578428,9.945443836,11.89784546,11.21188829,11.49884921,9.221587121,9.581200582,9.481799432,8.361943774,9.523561956,10.49685378,8.531381461,11.36850646,10.70908381,10.58120058,11.85135865,10.88798213,9.703903573,11.92035286,9.136991112,11.49285462,11.69522829,10.13442632,10.65284497,10.35974956,11.40832974,10.01122726,11.92369888,13.90979935,10.47775827,10.24317398,10.52061868,11.38747887,12.54448152,9.601770788,9.903881846,10.33315535,9.972979786,10.15101654,11.00422047,11.027906,10.97727992,14.15592502,8.022367813,10.96506276,8.447083226,10.58777752,8.194756854,9.471675214,10.62479546,11.92962828,9.098032083
ENSG00000073756.10,7.098032083,12.19044202,9.22881869,11.21249639,12.07280253,11.31004468,11.08945048,12.39660478,10.48683502,8.87958325,7.965784285,9.278449458,9.364134655,8.768184325,10.2911707,10.4314976,9.943979914,10.13442632,9.890264277,10.68035952,7.64385619,9.59058705,12.13249973,6.832890014,11.74104558,9.672425342,9.328674927,9.400879436,11.67154107,6.714245518,11.87920032,11.48683502,10.6128685,9.804131021,10.76487159,9.744833837,9.942514505,10.21067134,10.03479896,12.75843144,15.95528665,8.942514505,9.893301531,12.8558418,12.49884921,8.810571635,9.09011242,8.348728154,11.01402047,9.337621902,8.515699838,10.16490693,11.84235034,10.99293834,17.05458312,5.832890014,11.77396337,8.082149041,11.15418521,8.948367232,7.6794801,9.773139207,10.39016896,8.566054038
ENSG00000076864.18,12.01402047,11.64790807,12.36604895,11.23780747,12.89216331,12.24168529,13.68409111,12.59245704,12.2629757,11.17617315,12.72344764,11.14974712,13.75415679,13.23182118,11.59198977,13.169925,12.11926538,13.32051852,10.01820018,13.15323534,11.80372753,12.90538701,12.93755773,13.76632185,11.92814822,13.35231935,12.95528665,14.04345456,12.76217438,13.29634268,12.23750875,12.59618976,11.58590145,12.79014483,13.81057163,12.0610336,12.87363636,12.32979634,13.77416934,12.21522963,8.049848549,13.38451396,12.34955769,14.08364553,11.52454172,13.72749507,13.79218023,14.07439237,13.197831,13.43567026,11.94471206,11.857981,13.08862263,9.071462363,7.658211483,12.7807448,12.60084211,12.64768327,11.97333862,12.66311331,12.50258321,13.72792045,14.32544601,13.5932744
ENSG00000084207.14,11.15924065,13.71134433,12.63503787,12.55002526,12.57860856,12.39473063,11.12282799,14.19321732,11.79116289,12.15987134,8.87036472,10.509775,11.60686784,10.85486838,13.65418847,13.64622117,13.48909532,14.16529959,10.70822173,9.882643049,8.640244936,12.90199819,12.10721708,9.06608919,14.08106728,12.10263189,12.25355206,11.34983409,11.89102419,9.129283017,13.74609438,10.81458247,12.8864587,12.4123052,11.75988818,11.32699117,11.96938652,11.98761931,10.88264305,12.27873983,15.68387187,11.81618368,13.49210354,11.08812569,13.63197277,13.31132259,9.840777924,9.601770788,12.56605404,11.57601187,11.55458885,11.51076417,13.95192213,8.693486957,16.45752517,11.70735913,12.12863881,10.47876962,11.20579325,11.80896417,10.78053977,10.32979634,11.95891516,11.39231742
ENSG00000085662.12,10.33315535,10.61930296,10.06608919,9.415741768,10.93073734,9.599912842,8.968666793,11.27786855,9.894817763,11.72579227,7.62935662,9.469641817,9.709083813,8.939579214,11.28828934,11.43931146,11.37340896,10.93663794,9.784634846,8.84862294,7.651051691,10.83447105,9.674192268,7.826548487,10.62296694,10.01680829,9.243173983,9.939579214,11.08214904,9.394462695,11.82416321,8.614709844,11.63072216,10.29806257,9.54689446,9.321928095,9.654636029,9.929258409,9.25502857,10.74146699,16.40314521,10.62113611,10.84077792,10.12412131,11.16616308,11.83249448,8.447083226,7.982993575,10.66266838,9.525520809,9.276124405,10.04028972,10.88340699,8.290018847,17.34769922,9.172427509,11.56271943,11.23840474,9.321928095,8.696967526,10.52845411,10.02652344,9.853309555,9.052568051
ENSG00000086205.15,12.83624765,12.9854862,13.76186284,11.81578354,14.78304938,12.32558655,13.19090494,13.86505661,12.03686045,14.08945048,9.900866808,15.38704125,15.8615716,14.15766273,12.54496443,13.99744414,12.91101741,14.28929847,9.815383296,14.94095588,11.89216331,14.37143635,15.39063921,14.2387779,14.35266419,13.22550872,14.33866675,12.95219522,12.82992089,15.79702818,13.85895231,13.57068587,11.92629599,14.75054998,15.59286577,13.93599373,13.68420071,13.18084157,15.69555456,13.53174696,5.95419631,16.08385325,13.84930735,15.50859949,12.85817531,12.34457332,15.27725107,15.97410085,14.48003281,15.70792527,14.22896896,15.1794815,14.96375407,10.62570884,5.857980995,14.29073886,15.08198267,15.12262581,14.92657398,14.34492002,14.06297367,14.98277081,15.32769298,10.71080643
ENSG00000095637.19,11.18549492,13.61021744,13.85145626,11.64655871,13.10082657,13.44695404,11.69392249,14.16309928,13.33105688,13.08364553,11.09011242,10.91288934,11.39446269,13.16333519,14.27786855,13.19337135,13.64588355,10.19721669,10.50581155,11.41204051,9.761551232,11.57270023,12.23511671,11.14720492,13.27496047,12.23989682,13.27714208,14.0768156,13.62399577,10.52258153,14.2837395,10.19352536,12.37259303,13.55302925,10.65731845,12.34568245,11.47015044,14.20975796,11.44604941,12.81277897,13.99726771,12.6188443,11.5112585,13.01070293,13.5890659,14.86098995,10.68035952,11.44863257,10.89557528,12.57364719,12.48028532,13.05748412,12.89614316,14.15473901,13.43645129,7.87036472,11.79928162,10.46862404,12.06844242,10.28308835,10.95710204,13.01541505,14.10263189,9.787902559
ENSG00000100842.11,10.36303963,11.72877085,11.38694025,10.75238065,9.964340868,11.30092449,9.038918989,12.91419824,8.977279923,10.61930296,7.21916852,11.05528244,9.703903573,9.084808388,12.50183718,12.33873638,12.68781306,10.17990909,8.519636253,8.266786541,9.691743519,10.83683936,9.990103964,6.845490051,11.38909352,10.07012094,11.00912879,10.02097994,10.7903485,6.539158811,12.18146288,9.129283017,11.59618976,10.63390341,11.47065887,11.01680829,10.04165915,11.48532619,10.91438513,11.22219114,10.63117706,9.871905238,10.70476824,9.479780264,11.60177079,10.91064273,7.971543554,7.426264755,10.89026428,9.477758266,9.995767151,9.618385502,12.51323411,8.577428828,10.66888498,7.375039431,10.61930296,9.084808388,10.38262403,9.434628228,9.105908509,7.876516947,10.31741261,8.491853096
ENSG00000101443.16,8.405141463,11.59479112,11.12799432,11.82694565,11.04916787,11.21674586,9.729620744,12.55770301,10.82257083,10.61746747,6.409390936,6.857980995,10.48884435,10.06069593,11.74062404,11.95201316,11.48482289,12.49959678,8.199672345,6.672425342,3.584962501,11.37883671,11.73259144,5.857980995,12.1176431,10.86650621,10.21431912,9.385862401,9.09011242,4.321928095,12.82495874,9.515699838,10.65731845,11.34485068,10.89860139,10.55362929,9.930737338,10.98156728,9.243173983,10.95201316,16.9248241,10.9068906,12.17211493,9.337621902,12.50655553,10.68474862,6.882643049,7.924812504,11.54399845,10.32755264,9.842350343,6.832890014,12.0768156,8.768184325,15.13815178,11.17492568,11.48784003,6.754887502,10.28655776,10.05120894,6.894817763,8.409390936,9.355351096,9.862637358
ENSG00000101938.13,8.77148947,12.22821744,12.81798293,9.54303182,11.67154107,12.64001893,10.67771964,13.7903485,12.30549179,12.89500718,9.958552715,9.221587121,10.96072599,12.25000227,13.85067521,12.27350423,12.8181827,9.958552715,11.07414146,9.689997971,9.791162889,11.12605912,11.40514146,9.784634846,11.8761332,10.72706956,12.68233627,12.32502431,12.68846888,9.71596199,12.95000904,8.238404739,12.93663794,12.45275603,10.22881869,11.70130646,10.44397954,13.13987106,10.73555602,11.75154406,13.48003281,11.28077077,12.33594857,10.68474862,12.6359448,14.83061424,10.3858624,9.649256178,10.13442632,11.41362793,11.47167521,11.92518352,12.46301341,12.02097994,12.21219237,7.77478706,11.24436384,9.100662339,10.63481105,8.714245518,12.39097501,11.24376903,12.51717725,10.46250227
ENSG00000102837.6,5.357552005,15.86401683,10.41679753,12.31514956,14.19652529,12.75655632,11.39713981,15.31857811,11.80009099,10.75655632,5.64385619,9.960001932,12.68299458,5.523561956,10.666224,14.13955135,11.15860969,13.55146795,6.209453366,5.832890014,0.0,13.41679753,10.027906,6.894817763,15.30231762,9.383704292,9.098032083,11.29001885,9.01402047,2.0,15.62613679,8.033423002,10.81618368,13.62010525,12.85096815,11.03823313,12.82017896,9.445014846,9.403012024,11.70217269,11.05799172,11.7198166,7.033423002,12.50034397,14.13987106,6.129283017,5.392317423,11.51717725,13.29131462,11.40087944,11.94178124,2.321928095,15.54656292,11.75697323,7.562242424,11.8494051,12.17866485,5.044394119,11.35093918,11.52258153,7.14974712,8.714245518,9.74819285,7.768184325
ENSG00000103534.15,10.52160044,11.215533,11.1401907,10.65374078,12.04848687,11.29576893,12.88874325,12.2647358,9.719388821,10.44604941,11.42101286,9.658211483,10.95274125,12.77045742,11.44656641,12.64092274,11.37068741,11.15987134,11.75070699,14.08820853,10.13955135,11.22761594,13.29519496,13.04729435,12.09209641,12.06238349,11.84979602,15.88433749,12.73131903,10.40514146,12.51471405,11.15038197,9.850186838,11.85486838,10.49785184,11.63390341,9.622051819,12.31344994,11.7619667,12.43827206,8.357552005,10.68562484,11.01402047,11.97584797,11.83091128,11.75988818,11.81778312,14.3335048,11.22701419,9.791162889,10.86341196,10.8917837,11.83249448,11.5512276,5.807354922,12.48532619,12.26590801,8.055282436,13.48532619,10.22641219,10.25148241,13.12622048,13.51199967,12.55602699
ENSG00000103710.9,9.815383296,11.8963324,11.63163181,10.6635581,10.6635581,11.15545073,9.2644426,12.39633719,11.08281434,11.61746747,7.912889336,9.46760555,9.259743264,10.66888498,12.64182597,10.64745843,11.98370619,10.76735685,9.592457037,8.894817763,7.562242424,10.47978026,10.16867212,8.584962501,10.857981,10.10066234,10.91811785,11.57884439,10.90839262,8.562242424,11.99045857,9.124121312,11.53040634,11.52698821,9.842350343,10.7548875,10.12799432,11.027906,9.453270634,10.47876962,11.39713981,10.36959735,12.11309098,10.46352437,11.26678654,13.4487616,9.471675214,8.366322214,9.87958325,10.66711154,10.04439412,10.66444728,11.26091953,9.451211112,10.65015421,8.826548487,9.271463028,9.647458426,9.273795599,8.710806434,9.721099189,10.23481743,11.45378506,10.57742883
ENSG00000105270.13,9.853309555,11.59479112,11.14656868,10.12412131,10.74903138,10.4314976,9.469641817,11.89254282,10.43775207,11.71037597,7.592457037,8.826548487,9.513727596,9.86727874,11.56843119,9.927777962,10.99223026,9.717676423,9.905387005,9.038918989,8.266786541,9.477758266,9.638435914,8.73809226,10.97656412,9.588714636,10.54689446,11.14465824,10.05392588,8.405141463,11.02859678,9.033423002,10.91064273,10.97513146,9.310612782,10.51076417,9.493855449,10.87344411,9.144658243,10.71510401,11.45018025,9.943979914,10.52454172,10.56414949,10.24555271,12.82793808,9.20701432,8.511752654,9.82336724,10.09407769,9.882643049,11.10066234,10.48884435,12.03204573,9.59058705,8.487840034,9.837627933,8.696967526,8.73470962,8.317412614,8.888743249,9.453270634,11.04165915,9.303780748
ENSG00000105664.9,13.50146403,8.791162889,7.924812504,7.918863237,14.38936246,7.055282436,10.40301202,10.14593215,9.710806434,9.292321633,10.3376219,12.58965115,8.826548487,6.247927513,6.475733431,11.66578003,5.285402219,11.58543205,11.28077077,12.27554256,12.6343573,10.26209485,10.81137469,12.74819285,9.837627933,11.81297947,9.442943496,13.06777046,9.292321633,10.98868469,10.12541347,9.829722735,8.731319031,9.411510988,8.366322214,9.192292814,8.511752654,9.527477006,7.882643049,12.18394547,9.194756854,11.436191,8.584962501,12.95219522,8.290018847,13.32249154,6.965784285,12.03376711,11.64655871,8.982993575,10.73555602,9.296916207,10.32192809,5.727920455,5.554588852,11.6379833,11.99364606,12.52918651,5.129283017,7.531381461,12.16333519,11.42469119,10.05799172,6.857980995
ENSG00000105707.12,14.26729877,8.592457037,13.05426514,12.12153352,12.33873638,12.97727992,14.28634117,12.00562455,12.85506312,11.91214086,13.18084157,13.72536626,14.01227534,14.46429047,11.84392105,13.32656993,12.07714952,15.1737552,12.68431031,13.7132791,13.92805566,14.31635225,13.42992974,15.51899117,11.90086681,13.62262384,13.38086687,14.62781884,12.69522829,13.29059489,11.357552,14.11455573,12.34318572,13.82873153,14.16726132,12.30378075,13.78871833,12.97226185,14.41646769,13.73121295,9.330916878,14.10328781,12.5389164,14.45577671,11.8494051,5.169925001,14.53192968,14.58965115,13.83209885,14.16781013,13.24153633,13.25369978,13.67264633,7.64385619,9.696967526,14.42881814,13.01820018,13.66666784,13.32769298,14.00079228,12.94196459,13.25930192,14.22475539,14.9884628
ENSG00000105974.10,10.89330153,13.23451809,13.31727128,11.24970606,10.99576715,12.36877926,10.15734694,13.12072388,11.97441459,12.19567979,9.312882955,10.51766939,10.67419227,11.92666663,13.37463199,12.08081753,13.05460432,10.56510208,10.2911707,10.36959735,8.977279923,11.36358725,11.19475685,9.14974712,12.34845154,11.31967212,12.30063855,11.94690627,11.58214198,11.21613956,13.20670915,9.651051691,12.38100211,12.7700444,10.69174352,11.23062093,11.62433855,12.84646981,10.83289001,12.28135051,13.04028972,11.58072965,12.08414401,11.45275603,12.74209887,13.71799765,9.588714636,9.344295908,11.13378441,11.72664392,11.25738784,13.12654316,12.21613956,10.62021983,11.87843415,8.820178962,10.95927751,10.62113611,10.96000193,9.652844973,10.18611424,10.83447105,12.40514146,10.67860014
ENSG00000106034.16,9.041659152,11.72579227,11.2039597,8.344295908,11.31854281,10.30833903,9.52160044,11.96722626,10.65999589,10.70390357,8.86727874,8.693486957,10.72792045,10.027906,11.55889898,10.93957921,11.13891172,7.658211483,8.977279923,10.09011242,7.330916878,8.921840937,9.971543554,8.139551352,11.01820018,9.763212367,10.89481776,12.48934624,10.29920802,8.204571144,12.54665335,7.794415866,10.64745843,12.03101191,9.379378367,10.15101654,9.573647187,11.357552,9.891783703,10.91363743,11.40886044,10.31174832,8.491853096,11.16239133,12.08812569,12.7084373,9.449148645,9.411510988,9.607330314,10.09143539,10.24911345,10.31061278,10.65284497,11.65194861,9.992938336,9.607330314,10.15481811,7.942514505,8.909893084,7.357552005,9.663558104,10.20945337,11.99116751,7.199672345
